"NMDS1" "NMDS2" "NMDS3" "habitat" "season"
"sediment_spring_eelgrass_20" 0.489649151275103 -0.0623179373249632 -0.0343728459404998 "eelgrass" "spring"
"sediment_spring_eelgrass_21" 0.536754837573922 -0.209449742432643 -0.471251375888954 "eelgrass" "spring"
"sediment_spring_eelgrass_24" 0.960929541817851 -0.0268178496912013 0.266891167573328 "eelgrass" "spring"
"sediment_spring_eelgrass_25" 1.51358846022536 -0.201880344179408 0.259621317679012 "eelgrass" "spring"
"sediment_spring_eelgrass_26" 0.37199101712703 0.06271997294658 0.134597790067864 "eelgrass" "spring"
"sediment_spring_eelgrass_27" 0.0292928968172055 -0.174947508030122 -0.184429741891616 "eelgrass" "spring"
"sediment_spring_eelgrass_28" -0.178066737436515 -0.0110318432580689 -0.0378028450279495 "eelgrass" "spring"
"sediment_spring_eelgrass_29" 0.887241171176899 -0.278505173515598 -0.346671345454295 "eelgrass" "spring"
"sediment_spring_eelgrass_30" 0.116527951492339 -0.185878739606877 0.0367261814521958 "eelgrass" "spring"
"sediment_spring_eelgrass_31" 0.275020512017897 -0.0752500861759565 0.0919647381871514 "eelgrass" "spring"
"sediment_spring_eelgrass_8" 0.0429340635828263 -0.844227784075667 -0.499051258027546 "eelgrass" "spring"
"sediment_spring_eelgrass_9" -0.108524052345328 -0.474989686125089 -0.317454828911495 "eelgrass" "spring"
"sediment_spring_rocks_10" -0.535214589946331 -0.482152989006906 -0.278417101634175 "rocks" "spring"
"sediment_spring_rocks_11" -0.199332598919075 -0.432223649330995 -0.145075984978344 "rocks" "spring"
"sediment_spring_rocks_12" 0.236803954330974 -0.273204509310599 -0.137708689741534 "rocks" "spring"
"sediment_spring_rocks_13" -0.313979433146368 0.237344924872952 -0.722627649722467 "rocks" "spring"
"sediment_spring_rocks_14" -0.878921657582628 1.15039759571083 -0.466667971736309 "rocks" "spring"
"sediment_spring_rocks_15" -0.120556383887056 0.127850131578791 -0.431172016646796 "rocks" "spring"
"sediment_spring_rocks_16" -0.00990666671169677 -0.306119783741826 -0.198574448367844 "rocks" "spring"
"sediment_spring_rocks_17" 0.20799578231053 0.0863463802270642 -0.526905549591474 "rocks" "spring"
"sediment_spring_rocks_18" 0.0784818396982704 0.121054298747702 -0.0866775602147557 "rocks" "spring"
"sediment_spring_rocks_19" 0.121130685420672 0.661762885404632 -0.52517239364926 "rocks" "spring"
"sediment_spring_rocks_20" 0.543278622082395 0.280525704601953 -0.242713633062336 "rocks" "spring"
"sediment_spring_rocks_21" 0.539876472344813 -0.0455623791309888 -0.139447990477337 "rocks" "spring"
"sediment_spring_rocks_23" 0.674280833652327 0.518939579108804 0.0594889159827335 "rocks" "spring"
"sediment_spring_rocks_24" 0.90749397686602 0.130043273060032 0.113392095811631 "rocks" "spring"
"sediment_spring_rocks_25" 0.820561465777588 0.384780645796621 -0.0233505068074958 "rocks" "spring"
"sediment_spring_rocks_26" 0.742166060602483 0.41692902161607 -0.255729966970067 "rocks" "spring"
"sediment_spring_rocks_27" 0.0476053960282492 0.199537623788157 -0.192060675063611 "rocks" "spring"
"sediment_spring_rocks_28" -0.373766378972331 0.412698062506537 -0.118593720203805 "rocks" "spring"
"sediment_spring_rocks_29" 0.56497495251928 0.205254894357212 -0.0740279193630277 "rocks" "spring"
"sediment_spring_rocks_3" -1.38403890644227 0.683984097633165 0.0898867167137211 "rocks" "spring"
"sediment_spring_rocks_30" 0.249888479014155 -0.235278068422002 -0.171655870290519 "rocks" "spring"
"sediment_spring_rocks_31" 0.129387832941608 0.551809215736907 -0.155604766270901 "rocks" "spring"
"sediment_spring_rocks_32" 1.60832684756928 0.94654954335514 -0.0904182931119474 "rocks" "spring"
"sediment_spring_rocks_33" 1.04262789547996 1.42705297683475 -0.204948581265745 "rocks" "spring"
"sediment_spring_rocks_4" -1.10170693400119 0.857641261329367 -1.34704152171005 "rocks" "spring"
"sediment_spring_rocks_5" -1.49513224972419 0.658430586408393 -0.223727901631888 "rocks" "spring"
"sediment_spring_rocks_6" -0.534413994678714 -0.164846638082747 -0.366608558673674 "rocks" "spring"
"sediment_spring_rocks_7" 0.0338371114955887 0.797654036425333 -0.7868142898881 "rocks" "spring"
"sediment_spring_rocks_8" 0.038333169084441 -0.434570443763583 -0.566994120615315 "rocks" "spring"
"sediment_spring_rocks_9" -0.150693930534645 -0.337002295127826 -0.390387395005164 "rocks" "spring"
"sediment_spring_sand_1" -1.09915748305991 -0.0616805612647758 0.017957854998643 "sand" "spring"
"sediment_spring_sand_10" -1.02503779344 -0.451162068979729 -0.0234021850540425 "sand" "spring"
"sediment_spring_sand_11" -0.370817741305276 -0.310039010356327 0.392811086341021 "sand" "spring"
"sediment_spring_sand_12" 0.240026036884241 -0.400642374094417 -0.339639715352008 "sand" "spring"
"sediment_spring_sand_13" -0.700291366598589 -0.40925991297607 -0.570563159368552 "sand" "spring"
"sediment_spring_sand_14" -0.570878490866583 0.0874680387235867 -0.334489783544388 "sand" "spring"
"sediment_spring_sand_15" -0.127455077183303 -0.217204931914004 -0.0368382728956082 "sand" "spring"
"sediment_spring_sand_16" -0.12990097739641 -0.172952958200018 0.126000191614268 "sand" "spring"
"sediment_spring_sand_17" 0.137465205236119 -0.326871374165486 -0.0845600349757559 "sand" "spring"
"sediment_spring_sand_18" 0.303650748712768 -0.561503035438159 -0.198331664458695 "sand" "spring"
"sediment_spring_sand_19" 0.160016124627459 -0.0178957677236912 0.100496539427531 "sand" "spring"
"sediment_spring_sand_20" 0.220410560441317 0.103897742709191 0.197738298284458 "sand" "spring"
"sediment_spring_sand_21" 0.570815579377439 -0.201622636981787 0.0555468600132971 "sand" "spring"
"sediment_spring_sand_23" 0.47223364674189 0.666505176026356 0.389214621811256 "sand" "spring"
"sediment_spring_sand_24" 0.70813205232428 0.135975177002956 0.329329157984269 "sand" "spring"
"sediment_spring_sand_25" 0.460105916130188 0.417510275347808 0.272016981545324 "sand" "spring"
"sediment_spring_sand_26" 0.313010313234596 0.306380636112393 0.0582756608866054 "sand" "spring"
"sediment_spring_sand_27" -0.139185530052461 0.148103658626576 -0.0287746653303463 "sand" "spring"
"sediment_spring_sand_28" -0.422185669848422 0.207477000621767 0.0687327104361426 "sand" "spring"
"sediment_spring_sand_29" 0.511623491863332 0.0203618016100912 0.154836797397702 "sand" "spring"
"sediment_spring_sand_3" -1.54863472573018 0.313443446089553 0.698932546795987 "sand" "spring"
"sediment_spring_sand_30" -0.011367602823737 0.0283395111682903 0.168117814641686 "sand" "spring"
"sediment_spring_sand_31" -0.0683211276784241 0.413968413914702 0.241035061862447 "sand" "spring"
"sediment_spring_sand_32" 0.611293054553157 1.47011244563666 0.108486226923941 "sand" "spring"
"sediment_spring_sand_33" 0.644494992184963 0.985901369050601 0.501447107515636 "sand" "spring"
"sediment_spring_sand_4" -1.7560218999474 0.469130814755287 -0.078942556297169 "sand" "spring"
"sediment_spring_sand_5" -1.64474279571394 -0.095684831341159 -0.0963207359637599 "sand" "spring"
"sediment_spring_sand_6" -0.598982837366678 -0.297521754108122 -0.13265695924671 "sand" "spring"
"sediment_spring_sand_7" -0.730558564135338 0.767607780681534 -0.46789011220855 "sand" "spring"
"sediment_spring_sand_8" -0.215226786713772 -0.931041981233409 -0.812123695417119 "sand" "spring"
"sediment_spring_sand_9" -0.204688913962425 -0.549590686772317 -0.322177236469478 "sand" "spring"
