Phylum	Scientific_name_arterdk	BOLD_barcode
Acanthocephala	Acanthocephalus anguillae	-
Acanthocephala	Acanthocephalus clavula	-
Acanthocephala	Acanthocephalus lucii	-
Acanthocephala	Echinorhynchus gadi	x
Acanthocephala	Echinorhynchus truttae	x
Acanthocephala	Pomphorhynchus laevis	x
Acanthocephala	Polymorphus minutus	-
Annelida	Cognettia glandulosa	-
Annelida	Cognettia sphagnetorum	x
Annelida	Enchytraeus capitatus	-
Annelida	Enchytraeus christenseni	x
Annelida	Enchytraeus lacteus	x
Annelida	Fridericia bulboides	-
Annelida	Fridericia bulbosa	-
Annelida	Fridericia callosa	-
Annelida	Fridericia parathalassia	-
Annelida	Fridericia paroniana	x
Annelida	Fridericia perrieri	-
Annelida	Fridericia ratzeli	x
Annelida	Fridericia striata	-
Annelida	Globulidrilus riparius	-
Annelida	Hemifridericia parva	x
Annelida	Henlea nasuta	x
Annelida	Henlea perpusilla	-
Annelida	Henlea ventriculosa	x
Annelida	Lumbricillus arenarius	x
Annelida	Lumbricillus fennicus	-
Annelida	Lumbricillus fossarum	-
Annelida	Lumbricillus kaloensis	x
Annelida	Lumbricillus lineatus	x
Annelida	Lumbricillus pagenstecheri	x
Annelida	Lumbricillus rivalis	x
Annelida	Marionina argentea	-
Annelida	Marionina communis	x
Annelida	Marionina preclitellochaeta	-
Annelida	Mesenchytraeus armatus	x
Annelida	Lumbriculus variegatus	x
Annelida	Glossiphonia heteroclita	-
Annelida	Piscicola geometra	x
Annelida	Pontobdella muricata	x
Annelida	Baltidrilus costatus	-
Annelida	Clitellio arenarius	-
Annelida	Limnodrilus udekemianus	x
Annelida	Monopylephorus rubroniveus	-
Annelida	Psammoryctides albicola	-
Annelida	Psammoryctides barbatus	x
Annelida	Tubifex nerthus	-
Annelida	Tubifex tubifex	x
Annelida	Hermodice carunculata	x
Annelida	Paramphinome jeffreysii	-
Annelida	Euphrosine borealis	-
Annelida	Bonellia viridis	-
Annelida	Maxmuelleria lankesteri	-
Annelida	Echiurus echiurus	-
Annelida	Dimorphilus gyrociliatus	-
Annelida	Dinophilus taeniatus	-
Annelida	Trilobodrilus axi	-
Annelida	Trilobodrilus heideri	-
Annelida	Diurodrilus minimus	-
Annelida	Diurodrilus subterraneus	-
Annelida	Ophryotrocha gerlachi	-
Annelida	Ophryotrocha geryonicola	-
Annelida	Ophryotrocha hartmanni	x
Annelida	Ophryotrocha longidentata	-
Annelida	Ophryotrocha maculata	-
Annelida	Ophryotrocha puerilis	-
Annelida	Ophryotrocha socialis	-
Annelida	Ougia subaequalis	-
Annelida	Parapodrilus psammophilus	-
Annelida	Parophryotrocha isochaeta	-
Annelida	Parougia eliasoni	-
Annelida	Protodorvillea kefersteini	-
Annelida	Eunice norvegica	-
Annelida	Eunice pennata	-
Annelida	Histriobdella homari	-
Annelida	Abyssoninoe scopa	-
Annelida	Hilbigneris gracilis	-
Annelida	Lumbrineris latreilli	x
Annelida	Scoletoma fragilis	x
Annelida	Scoletoma magnidentata	-
Annelida	Scoletoma tetraura	-
Annelida	Drilonereis filum	x
Annelida	Haematocleptes terebellidis	-
Annelida	Hyalinoecia tubicola	x
Annelida	Nothria conchylega	x
Annelida	Paradiopatra quadricuspis	x
Annelida	Panthalis oerstedi	x
Annelida	Aphrodita aculeata	-
Annelida	Laetmonice filicornis	-
Annelida	Calamyzas amphictenicola	-
Annelida	Glycera alba	x
Annelida	Glycera capitata	x
Annelida	Glycera celtica	-
Annelida	Glycera fallax	-
Annelida	Glycera lapidum	-
Annelida	Glycera oxycephala	-
Annelida	Glycera tesselata	x
Annelida	Glycera unicornis	-
Annelida	Glycinde nordmanni	-
Annelida	Goniada maculata	x
Annelida	Goniada norvegica	-
Annelida	Goniada pallida	-
Annelida	Goniadella bobrezkii	-
Annelida	Neogyptis rosea	x
Annelida	Nereimyra punctata	x
Annelida	Oxydromus flexuosus	-
Annelida	Podarkeopsis helgolandicus	-
Annelida	Psamathe fusca	-
Annelida	Syllidia armata	-
Annelida	Hesionides arenaria	-
Annelida	Hesionides maxima	-
Annelida	Microphthalmus aberrans	-
Annelida	Microphthalmus bifurcatus	-
Annelida	Microphthalmus fragilis	-
Annelida	Microphthalmus listensis	-
Annelida	Microphthalmus sczelkowii	-
Annelida	Microphthalmus similis	-
Annelida	Aglaophamus agilis	-
Annelida	Aglaophamus malmgreni	x
Annelida	Aglaophamus pulcher	x
Annelida	Nephtys assimilis	-
Annelida	Nephtys caeca	x
Annelida	Nephtys ciliata	-
Annelida	Nephtys cirrosa	x
Annelida	Nephtys hombergii	x
Annelida	Nephtys incisa	-
Annelida	Nephtys longosetosa	x
Annelida	Nephtys paradoxa	-
Annelida	Nephtys pente	x
Annelida	Alitta grandis	-
Annelida	Alitta succinea	x
Annelida	Alitta virens	x
Annelida	Ceratocephale loveni	x
Annelida	Eunereis elitoralis	-
Annelida	Eunereis longissima	x
Annelida	Hediste diversicolor	x
Annelida	Neanthes fucata	-
Annelida	Neanthes nubila	-
Annelida	Nereis pelagica	x
Annelida	Nereis zonata	x
Annelida	Perinereis cultrifera	x
Annelida	Platynereis dumerilii	x
Annelida	Platynereis massiliensis	x
Annelida	Websterinereis glauca	-
Annelida	Alciopa reynaudii	-
Annelida	Chaetoparia nilssoni	-
Annelida	Eteone flava	x
Annelida	Eteone longa	x
Annelida	Eteone suecica	-
Annelida	Eulalia bilineata	-
Annelida	Eulalia viridis	x
Annelida	Eumida alkyone	x
Annelida	Eumida arctica	x
Annelida	Eumida bahusiensis	x
Annelida	Eumida kelaino	x
Annelida	Eumida ockelmanni	-
Annelida	Eumida sanguinea	x
Annelida	Hesionura elongata	-
Annelida	Hypereteone foliosa	-
Annelida	Mysta barbata	-
Annelida	Mystides caeca	-
Annelida	Nereiphylla lutea	-
Annelida	Notophyllum foliosum	-
Annelida	Paranaitis kosteriensis	-
Annelida	Paranaitis wahlbergi	-
Annelida	Phyllodoce citrina	-
Annelida	Phyllodoce groenlandica	x
Annelida	Phyllodoce longipes	x
Annelida	Phyllodoce maculata	x
Annelida	Phyllodoce mucosa	x
Annelida	Phyllodoce rosea	-
Annelida	Protomystides exigua	-
Annelida	Pseudomystides limbata	-
Annelida	Pseudomystides spinachia	-
Annelida	Sige fusigera	-
Annelida	Glyphohesione klatti	x
Annelida	Acanthicolepis asperrima	-
Annelida	Alentia gelatinosa	x
Annelida	Austrolaenilla mollis	-
Annelida	Bylgides sarsi	x
Annelida	Diplaconotum paucidentatum	-
Annelida	Enipo kinbergi	-
Annelida	Eucranta villosa	x
Annelida	Eunoe nodosa	x
Annelida	Gattyana amondseni	-
Annelida	Gattyana cirrhosa	x
Annelida	Harmothoe antilopes	-
Annelida	Harmothoe aspera	-
Annelida	Harmothoe extenuata	x
Annelida	Harmothoe fragilis	x
Annelida	Harmothoe glabra	-
Annelida	Harmothoe imbricata	x
Annelida	Harmothoe impar	-
Annelida	Lepidonotus squamatus	x
Annelida	Leucia nivea	-
Annelida	Malmgrenia ljungmani	-
Annelida	Malmgrenia lunulata	x
Annelida	Neopolynoe paradoxa	-
Annelida	Pettibonesia furcosetosa	-
Annelida	Polynoe scolopendrina	-
Annelida	Subadyte pellucida	x
Annelida	Fimbriosthenelais zetlandica	x
Annelida	Neoleanira tetragona	x
Annelida	Pholoe assimilis	x
Annelida	Pholoe baltica	x
Annelida	Pholoe inornata	x
Annelida	Pholoe pallida	x
Annelida	Pisione remota	-
Annelida	Sigalion mathildae	-
Annelida	Sthenelais boa	x
Annelida	Sthenelais jeffreysi	-
Annelida	Sthenelais limicola	-
Annelida	Commensodorum commensalis	-
Annelida	Geminofilum distichum	-
Annelida	Sphaerodoridium minutum	-
Annelida	Sphaerodoropsis baltica	-
Annelida	Sphaerodoropsis philippi	x
Annelida	Sphaerodorum gracilis	x
Annelida	Epigamia alexandri	x
Annelida	Erinaceusyllis erinaceus	-
Annelida	Eusyllis blomstrandi	-
Annelida	Exogone dispar	-
Annelida	Exogone naidina	-
Annelida	Exogone verugera	-
Annelida	Myrianida brachycephala	-
Annelida	Myrianida edwarsi	-
Annelida	Myrianida inermis	-
Annelida	Myrianida irregularis	-
Annelida	Myrianida langerhansi	-
Annelida	Myrianida prolifera	-
Annelida	Myrianida quindecimdentata	-
Annelida	Myrianida rubropunctata	-
Annelida	Odontosyllis fulgurans	-
Annelida	Parexogone hebes	-
Annelida	Pionosyllis compacta	-
Annelida	Proceraea aurantiaca	-
Annelida	Proceraea cornuta	-
Annelida	Proceraea prismatica	-
Annelida	Procerastea halleziana	-
Annelida	Procerastea nematodes	-
Annelida	Prosphaerosyllis tetralix	-
Annelida	Salvatoria limbata	-
Annelida	Sphaerosyllis hystrix	-
Annelida	Streptosyllis websteri	-
Annelida	Syllides articulocirratus	-
Annelida	Syllides longocirratus	-
Annelida	Syllis armillaris	-
Annelida	Syllis cornuta	-
Annelida	Syllis gracilis	x
Annelida	Syllis hyalina	-
Annelida	Syllis variegata	x
Annelida	Tomopteris helgolandica	-
Annelida	Tomopteris septentrionalis	-
Annelida	Fabricia stellaris	-
Annelida	Fabriciola baltica	-
Annelida	Manayunkia aestuarina	-
Annelida	Galathowenia oculata	x
Annelida	Owenia fusiformis	x
Annelida	Sabellaria spinulosa	x
Annelida	Bispira crassicornis	-
Annelida	Branchiomma bombyx	-
Annelida	Branchiomma inconspicua	-
Annelida	Chone duneri	-
Annelida	Chone filicaudata	-
Annelida	Chone infundibuliformis	x
Annelida	Claviramus candelus	-
Annelida	Euchone analis	-
Annelida	Euchone papillosa	-
Annelida	Euchone rubrocincta	-
Annelida	Laonome kroyeri	-
Annelida	Myxicola infundibulum	x
Annelida	Notaulax rectangulata	-
Annelida	Potamilla neglecta	-
Annelida	Pseudopotamilla reniformis	x
Annelida	Sabella pavonina	x
Annelida	Apomatus similis	-
Annelida	Bushiella granulata	-
Annelida	Chitinopoma serrula	-
Annelida	Circeis armoricana	-
Annelida	Circeis spirillum	x
Annelida	Ditrupa arietina	-
Annelida	Ficopomatus enigmaticus	-
Annelida	Filograna implexa	-
Annelida	Hydroides norvegica	-
Annelida	Janua heterostropha	-
Annelida	Paradexiospira vitrea	-
Annelida	Placostegus tridentatus	-
Annelida	Protula tubularia	-
Annelida	Salmacina dysteri	-
Annelida	Serpula vermicularis	-
Annelida	Spirobranchus triqueter	-
Annelida	Spirorbis corallinae	-
Annelida	Spirorbis spirorbis	-
Annelida	Spirorbis tridentatus	-
Annelida	Actaedrilus polyonyx	-
Annelida	Macrochaeta clavicornis	-
Annelida	Macrochaeta helgolandica	-
Annelida	Alkmaria romijni	-
Annelida	Amage auricula	-
Annelida	Ampharete acutifrons	x
Annelida	Ampharete baltica	-
Annelida	Ampharete falcata	-
Annelida	Ampharete finmarchica	x
Annelida	Ampharete lindstroemi	-
Annelida	Ampharete octocirrata	x
Annelida	Amphicteis gunneri	x
Annelida	Amphicteis midas	-
Annelida	Amythasides macroglossus	-
Annelida	Anobothrus gracilis	x
Annelida	Eclysippe vanelli	x
Annelida	Lysippe fragilis	-
Annelida	Lysippe labiata	x
Annelida	Samytha sexcirrata	x
Annelida	Sosane sulcata	-
Annelida	Sosane wahrbergi	x
Annelida	Sosane wireni	-
Annelida	Apistobranchus tenuis	-
Annelida	Apistobranchus tullbergi	-
Annelida	Arenicola marina	x
Annelida	Arenicolides ecaudata	-
Annelida	Capitella capitata	x
Annelida	Capitella giardi	-
Annelida	Dasybranchus caducus	-
Annelida	Heteromastus filiformis	x
Annelida	Mediomastus fragilis	-
Annelida	Notomastus latericeus	x
Annelida	Chaetopterus variopedatus	x
Annelida	Phyllochaetopterus major	-
Annelida	Spiochaetopterus typicus	-
Annelida	Aphelochaeta filiformis	x
Annelida	Aphelochaeta marioni	-
Annelida	Aphelochaeta mcintoshi	-
Annelida	Aphelochaeta multibranchis	-
Annelida	Caulleriella bioculata	-
Annelida	Chaetozone setosa	x
Annelida	Cirratulus cirratus	x
Annelida	Cirriformia tentaculata	x
Annelida	Ctenodrilus serratus	-
Annelida	Dodecaceria concharum	-
Annelida	Kirkegaardia serrata	-
Annelida	Tharyx killariensis	-
Annelida	Cossura longocirrata	x
Annelida	Brada inhabilis	-
Annelida	Bradabyssa villosa	x
Annelida	Diplocirrus glaucus	-
Annelida	Flabelligera affinis	x
Annelida	Lamispina falcata	-
Annelida	Pherusa plumosa	x
Annelida	Therochaeta flabellata	-
Annelida	Magelona alleni	x
Annelida	Magelona minuta	x
Annelida	Magelona mirabilis	x
Annelida	Chirimia biceps	x
Annelida	Clymenella cincta	-
Annelida	Clymenura borealis	-
Annelida	Euclymene droebachiensis	-
Annelida	Euclymene lindrothi	-
Annelida	Heteroclymene robusta	-
Annelida	Isocirrus planiceps	-
Annelida	Lumbriclymene cylindricauda	-
Annelida	Lumbriclymene minor	-
Annelida	Maldane sarsi	x
Annelida	Microclymene acirrata	-
Annelida	Nicomache lumbricalis	x
Annelida	Nicomache personata	x
Annelida	Nicomache trispinata	-
Annelida	Petaloproctus borealis	-
Annelida	Praxillella affinis	x
Annelida	Praxillella praetermissa	x
Annelida	Praxillura longissima	-
Annelida	Proclymene muelleri	-
Annelida	Pseudoclymene quadrilobata	-
Annelida	Rhodine gracilior	x
Annelida	Rhodine loveni	-
Annelida	Melinna cristata	x
Annelida	Meganerilla swedmarki	-
Annelida	Mesonerilla fagei	-
Annelida	Nerilla antennata	-
Annelida	Nerillidium gracile	-
Annelida	Nerillidium marinum	-
Annelida	Nerillidium troglochaetoides	-
Annelida	Paranerilla limicola	-
Annelida	Psammoriedlia heptapous	-
Annelida	Thalassochaetus palpifoliaceus	-
Annelida	Ophelia borealis	-
Annelida	Ophelia rathkei	-
Annelida	Ophelina abranchiata	-
Annelida	Ophelina acuminata	x
Annelida	Ophelina cylindricaudata	-
Annelida	Ophelina modesta	-
Annelida	Ophelina norvegica	-
Annelida	Thoracophelia flabellifera	-
Annelida	Naineris quadricuspida	x
Annelida	Orbinia latreillii	-
Annelida	Orbinia sertulata	-
Annelida	Phylo kupfferi	-
Annelida	Phylo norvegicus	-
Annelida	Scoloplos armiger	x
Annelida	Aricidea cerrutii	-
Annelida	Aricidea minuta	-
Annelida	Aricidea suecica	-
Annelida	Levinsenia gracilis	x
Annelida	Paradoneis armata	-
Annelida	Paradoneis eliasoni	-
Annelida	Paradoneis lyra	-
Annelida	Paraonis fulgens	-
Annelida	Stygocapitella subterranea	-
Annelida	Amphictene auricoma	x
Annelida	Lagis koreni	-
Annelida	Pectinaria belgica	-
Annelida	Petta pusilla	-
Annelida	Poecilochaetus serpens	x
Annelida	Polygordius appendiculatus	-
Annelida	Polygordius lacteus	-
Annelida	Claudrilus helgolandicus	-
Annelida	Claudrilus hypoleucus	-
Annelida	Lindrilus rubropharyngeus	-
Annelida	Megadrilus purpureus	-
Annelida	Meiodrilus adhaerens	-
Annelida	Meiodrilus gracilis	-
Annelida	Protodrilus affinis	-
Annelida	Protodrilus ciliatus	-
Annelida	Protodrilus hatscheki	-
Annelida	Protodrilus oculifer	-
Annelida	Protodrilus robustus	-
Annelida	Protodriloides chaetifer	-
Annelida	Protodriloides symbioticus	-
Annelida	Psammodrilus balanoglossoides	-
Annelida	Lipobranchius jeffreysii	-
Annelida	Polyphysia crassa	x
Annelida	Scalibregma inflatum	x
Annelida	Spinther arcticus	-
Annelida	Aonides oxycephala	-
Annelida	Aonides paucibranchiata	-
Annelida	Atherospio guillei	-
Annelida	Aurospio banyulensis	-
Annelida	Boccardiella ligerica	-
Annelida	Dipolydora caulleryi	-
Annelida	Dipolydora coeca	-
Annelida	Dipolydora flava	-
Annelida	Dipolydora quadrilobata	-
Annelida	Laonice bahusiensis	x
Annelida	Malacoceros fuliginosus	-
Annelida	Malacoceros tetracerus	-
Annelida	Marenzelleria neglecta	x
Annelida	Marenzelleria viridis	x
Annelida	Marenzelleria wireni	-
Annelida	Microspio mecznikowiana	-
Annelida	Polydora ciliata	-
Annelida	Polydora cornuta	-
Annelida	Polydora hermaphroditica	-
Annelida	Polydora limicola	-
Annelida	Prionospio cirrifera	-
Annelida	Prionospio dubia	x
Annelida	Prionospio fallax	-
Annelida	Prionospio multibranchiata	x
Annelida	Prionospio plumosa	-
Annelida	Pseudopolydora antennata	-
Annelida	Pseudopolydora pulchra	-
Annelida	Pygospio elegans	-
Annelida	Scolelepis bonnieri	-
Annelida	Scolelepis cantabra	-
Annelida	Scolelepis foliosa	-
Annelida	Scolelepis squamata	x
Annelida	Scolelepis tridentata	-
Annelida	Spio armata	-
Annelida	Spio arndti	-
Annelida	Spio goniocephala	-
Annelida	Spio symphyta	-
Annelida	Spiophanes bombyx	x
Annelida	Spiophanes kroyeri	-
Annelida	Streblospio shrubsolii	-
Annelida	Amaeana trilobata	x
Annelida	Amphitrite cirrata	x
Annelida	Amphitritides gracilis	-
Annelida	Artacama proboscidea	x
Annelida	Eupolymnia nebulosa	x
Annelida	Eupolymnia nesidensis	-
Annelida	Hauchiella tribullata	-
Annelida	Lanassa venusta	x
Annelida	Lanice conchilega	x
Annelida	Lysilla loveni	-
Annelida	Neoamphitrite affinis	x
Annelida	Neoamphitrite figulus	-
Annelida	Neoamphitrite grayi	-
Annelida	Nicolea venustula	-
Annelida	Nicolea zostericola	x
Annelida	Pista cristata	x
Annelida	Pista lornensis	x
Annelida	Pista maculata	x
Annelida	Polycirrus arcticus	x
Annelida	Polycirrus latidens	x
Annelida	Polycirrus medusa	x
Annelida	Polycirrus norvegicus	-
Annelida	Polycirrus plumosus	-
Annelida	Proclea graffii	-
Annelida	Streblosoma bairdi	-
Annelida	Streblosoma intestinale	-
Annelida	Thelepus cincinnatus	x
Annelida	Travisia forbesii	x
Annelida	Terebellides stroemii	x
Annelida	Trichobranchus glacialis	-
Annelida	Trichobranchus roseus	x
Annelida	Trochochaeta multisetosa	x
Arthropoda	Zygoribatula frisiae	-
Arthropoda	Bosmina coregoni	-
Arthropoda	Bosmina longirostris	x
Arthropoda	Bythotrephes longimanus	x
Arthropoda	Acroperus harpae	x
Arthropoda	Alona quadrangularis	-
Arthropoda	Chydorus sphaericus	x
Arthropoda	Graptoleberis testudinaria	x
Arthropoda	Ceriodaphnia reticulata	-
Arthropoda	Daphnia cucullata	-
Arthropoda	Daphnia hyalina	x
Arthropoda	Holopedium gibberum	x
Arthropoda	Evadne nordmanni	x
Arthropoda	Evadne spinifera	x
Arthropoda	Pleopis polyphemoides	x
Arthropoda	Podon intermedius	x
Arthropoda	Podon leuckartii	x
Arthropoda	Diaphanosoma brachyurum	x
Arthropoda	Penilia avirostris	x
Arthropoda	Acartia bifilosa	x
Arthropoda	Acartia clausi	x
Arthropoda	Acartia discaudata	x
Arthropoda	Acartia longiremis	x
Arthropoda	Acartia tonsa	x
Arthropoda	Calanus finmarchicus	x
Arthropoda	Centropages hamatus	x
Arthropoda	Centropages typicus	x
Arthropoda	Isias clavipes	x
Arthropoda	Pseudocalanus minutus	x
Arthropoda	Paracalanus parvus	x
Arthropoda	Parapontella brevicornis	-
Arthropoda	Anomalocera patersonii	x
Arthropoda	Eurytemora affinis	x
Arthropoda	Eurytemora laciniata	-
Arthropoda	Eurytemora lacinulata	-
Arthropoda	Eurytemora lacustris	x
Arthropoda	Eurytemora velox	-
Arthropoda	Temora longicornis	x
Arthropoda	Canuella furcigera	-
Arthropoda	Ascidicola rosea	-
Arthropoda	Acanthochondria cornuta	-
Arthropoda	Acanthochondria limandae	-
Arthropoda	Acanthochondria soleae	-
Arthropoda	Chondracanthus lophii	x
Arthropoda	Chondracanthus nodosus	-
Arthropoda	Chondracanthus ornatus	-
Arthropoda	Lernentoma asellina	-
Arthropoda	Chordeumium obesum	-
Arthropoda	Ergasilus gibbus	-
Arthropoda	Herpyllobius polynoes	-
Arthropoda	Lamippe proteus	-
Arthropoda	Lichomolgus albens	-
Arthropoda	Mytilicola intestinalis	-
Arthropoda	Selius bilobus	-
Arthropoda	Notodelphys allmani	-
Arthropoda	Notodelphys caerulea	-
Arthropoda	Notodelphys elegans	-
Arthropoda	Oithona similis	x
Arthropoda	Sabelliphilus elongatus	-
Arthropoda	Melinnacheres terebellidis	-
Arthropoda	Lomanoticola brevipes	-
Arthropoda	Aphanodomus terebellae	-
Arthropoda	Ectinosoma edwardsi	-
Arthropoda	Thalestris longimana	x
Arthropoda	Asterocheres lilljeborgi	-
Arthropoda	Caligus belones	-
Arthropoda	Caligus curtus	x
Arthropoda	Caligus diaphanus	-
Arthropoda	Caligus elongatus	x
Arthropoda	Caligus gurnardi	-
Arthropoda	Lepeophtheirus crabro	-
Arthropoda	Lepeophtheirus hippoglossi	-
Arthropoda	Lepeophtheirus nordmannii	-
Arthropoda	Lepeophtheirus pectoralis	-
Arthropoda	Lepeophtheirus pollachius	-
Arthropoda	Lepeophtheirus salmonis	x
Arthropoda	Lepeophtheirus thompsoni	-
Arthropoda	Cancerilla tubulata	-
Arthropoda	Anthosoma crassum	-
Arthropoda	Dichelesthium oblongum	-
Arthropoda	Eudactylina acuta	-
Arthropoda	Charopinus dalmanni	-
Arthropoda	Clavella adunca	x
Arthropoda	Clavella stellata	-
Arthropoda	Clavellisa emarginata	-
Arthropoda	Clavellodes rugosus	-
Arthropoda	Lernaeopoda galei	-
Arthropoda	Lernaeopodina longimana	-
Arthropoda	Parabrachiella bispinosa	-
Arthropoda	Parabrachiella rostrata	-
Arthropoda	Pseudocharopinus bicaudatus	-
Arthropoda	Salmincola salmonea	-
Arthropoda	Schistobrachia ramosa	-
Arthropoda	Vanbenedenia kroeyeri	-
Arthropoda	Homoeoscelis minuta	-
Arthropoda	Nicothoe astaci	-
Arthropoda	Rhizorhina ampeliscae	-
Arthropoda	Sphaeronella amphilochi	-
Arthropoda	Sphaeronella atyli	-
Arthropoda	Sphaeronella danica	-
Arthropoda	Sphaeronella dispar	-
Arthropoda	Sphaeronella frontalis	-
Arthropoda	Sphaeronella giardii	-
Arthropoda	Sphaeronella insignis	-
Arthropoda	Sphaeronella irregularis	-
Arthropoda	Sphaeronella leuckarti	-
Arthropoda	Sphaeronella longipes	-
Arthropoda	Sphaeronella marginata	-
Arthropoda	Sphaeronella microcephala	-
Arthropoda	Sphaeronella modesta	-
Arthropoda	Sphaeronella paradoxa	-
Arthropoda	Sphaeronella vestita	-
Arthropoda	Cecrops latreillii	-
Arthropoda	Dinemoura producta	-
Arthropoda	Echthrogaleus coleoptratus	-
Arthropoda	Pandarus bicolor	-
Arthropoda	Haemobaphes ambiguus	-
Arthropoda	Lernaeenicus encrasicholi	-
Arthropoda	Lernaeenicus sprattae	x
Arthropoda	Lernaeocera branchialis	-
Arthropoda	Scottomyzon gibberum	-
Arthropoda	Trebius caudatus	-
Arthropoda	Acanthonotozoma serratum	-
Arthropoda	Acidostoma laticorne	-
Arthropoda	Acidostoma obesum	-
Arthropoda	Amathillopsis spinigera	-
Arthropoda	Ambasia atlantica	-
Arthropoda	Ampelisca brevicornis	x
Arthropoda	Ampelisca diadema	x
Arthropoda	Ampelisca gibba	x
Arthropoda	Ampelisca macrocephala	x
Arthropoda	Ampelisca pusilla	-
Arthropoda	Ampelisca spinipes	x
Arthropoda	Ampelisca tenuicornis	x
Arthropoda	Ampelisca typica	-
Arthropoda	Byblis gaimardii	x
Arthropoda	Haploops setosa	-
Arthropoda	Haploops tenuis	x
Arthropoda	Haploops tubicola	x
Arthropoda	Amphilochoides boecki	-
Arthropoda	Amphilochoides serratipes	-
Arthropoda	Amphilochus manudens	x
Arthropoda	Gitana rostrata	-
Arthropoda	Gitana sarsi	x
Arthropoda	Ampithoe rubricata	x
Arthropoda	Aora typica	x
Arthropoda	Autonoe longipes	-
Arthropoda	Lembos websteri	x
Arthropoda	Microdeutopus anomalus	x
Arthropoda	Microdeutopus gryllotalpa	-
Arthropoda	Argissa hamatipes	-
Arthropoda	Aristias neglectus	x
Arthropoda	Perrierella audouiniana	-
Arthropoda	Nototropis falcatus	-
Arthropoda	Nototropis swammerdamei	x
Arthropoda	Nototropis vedlomensis	x
Arthropoda	Bathyporeia elegans	x
Arthropoda	Bathyporeia guilliamsoniana	-
Arthropoda	Bathyporeia pelagica	x
Arthropoda	Bathyporeia pilosa	x
Arthropoda	Bathyporeia sarsi	x
Arthropoda	Apherusa bispinosa	x
Arthropoda	Apherusa clevei	-
Arthropoda	Apherusa jurinei	x
Arthropoda	Apherusa ovalipes	-
Arthropoda	Calliopius laeviusculus	x
Arthropoda	Calliopius rathkii	-
Arthropoda	Halirages fulvocinctus	x
Arthropoda	Aeginina longicornis	x
Arthropoda	Caprella ciliata	-
Arthropoda	Caprella linearis	x
Arthropoda	Caprella mutica	x
Arthropoda	Caprella septentrionalis	x
Arthropoda	Pariambus typicus	-
Arthropoda	Phtisica marina	x
Arthropoda	Pseudoprotella phasma	x
Arthropoda	Cheirocratus assimilis	x
Arthropoda	Cheirocratus intermedius	x
Arthropoda	Cheirocratus robustus	-
Arthropoda	Cheirocratus sundevallii	x
Arthropoda	Corophium volutator	x
Arthropoda	Crassicorophium bonellii	x
Arthropoda	Crassicorophium crassicorne	-
Arthropoda	Leptocheirus hirsutimanus	x
Arthropoda	Leptocheirus pilosus	-
Arthropoda	Medicorophium affine	-
Arthropoda	Monocorophium insidiosum	x
Arthropoda	Protomedeia fasciata	-
Arthropoda	Cressa dubia	x
Arthropoda	Platycyamus thompsoni	-
Arthropoda	Dexamine spinosa	x
Arthropoda	Dexamine thea	x
Arthropoda	Tritaeta gibbosa	-
Arthropoda	Dulichia falcata	x
Arthropoda	Dulichia tuberculata	-
Arthropoda	Dulichiopsis nordlandica	-
Arthropoda	Dyopedos monacanthus	-
Arthropoda	Dyopedos porrectus	-
Arthropoda	Epimeria cornigera	x
Arthropoda	Eriopisa elongata	x
Arthropoda	Eusirus longipes	-
Arthropoda	Rhachotropis helleri	x
Arthropoda	Rhachotropis inflata	x
Arthropoda	Rhachotropis leucophthalma	-
Arthropoda	Rhachotropis macropus	x
Arthropoda	Gammarellus angulosus	x
Arthropoda	Gammarellus homari	x
Arthropoda	Echinogammarus marinus	x
Arthropoda	Gammarus duebeni	x
Arthropoda	Gammarus insensibilis	-
Arthropoda	Gammarus locusta	x
Arthropoda	Gammarus oceanicus	x
Arthropoda	Gammarus salinus	x
Arthropoda	Gammarus tigrinus	x
Arthropoda	Gammarus zaddachi	x
Arthropoda	Haustorius arenarius	x
Arthropoda	Apohyale prevostii	x
Arthropoda	Hyale pontica	x
Arthropoda	Hyperia galba	x
Arthropoda	Hyperia medusarum	-
Arthropoda	Hyperoche medusarum	x
Arthropoda	Themisto abyssorum	x
Arthropoda	Iphimedia minuta	-
Arthropoda	Iphimedia obesa	x
Arthropoda	Centraloecetes kroyeranus	-
Arthropoda	Ericthonius difformis	x
Arthropoda	Ericthonius punctatus	x
Arthropoda	Ericthonius rubricornis	-
Arthropoda	Ischyrocerus anguipes	x
Arthropoda	Ischyrocerus megacheir	x
Arthropoda	Jassa falcata	x
Arthropoda	Jassa pusilla	x
Arthropoda	Notopoma crassicornis	-
Arthropoda	Parajassa pelagica	x
Arthropoda	Plumulojassa ocia	-
Arthropoda	Lafystius sturionis	-
Arthropoda	Leucothoe lilljeborgi	-
Arthropoda	Leucothoe spinicarpa	x
Arthropoda	Liljeborgia fissicornis	-
Arthropoda	Maera loveni	x
Arthropoda	Othomaera othonis	x
Arthropoda	Megaluropus agilis	-
Arthropoda	Abludomelita obtusata	x
Arthropoda	Dulichiella appendiculata	x
Arthropoda	Melita palmata	x
Arthropoda	Melphidippella macra	-
Arthropoda	Microprotopus maculatus	x
Arthropoda	Odius carinatus	-
Arthropoda	Arrhis phyllonyx	x
Arthropoda	Bathymedon longimanus	x
Arthropoda	Bathymedon obtusifrons	x
Arthropoda	Bathymedon saussurei	-
