"NMDS1" "NMDS2" "NMDS3" "habitat" "season"
"water_autumn_sand_11" -0.519137408420586 -0.393564905583501 0.613159710023109 "sand" "autumn"
"water_autumn_sand_12" -0.99378692724161 0.423666001238667 0.339318048921479 "sand" "autumn"
"water_autumn_sand_13" -0.556823543422992 -0.347407356033469 -0.581934795164237 "sand" "autumn"
"water_autumn_sand_14" -0.645681292907585 -0.423322721046176 -0.454018714296973 "sand" "autumn"
"water_autumn_sand_15" -0.326500183785717 -0.604678649374019 -0.1793942631614 "sand" "autumn"
"water_autumn_sand_16" -0.946193481089901 0.174727193722199 0.0228306492250802 "sand" "autumn"
"water_autumn_sand_17" -0.896987549494654 -0.28860618438912 -0.0172393639690467 "sand" "autumn"
"water_autumn_sand_18" -1.02671821334525 0.00123917980302931 -0.0120148979927048 "sand" "autumn"
"water_autumn_sand_19" 0.0808960770588045 -0.156642099123574 0.0314296661388309 "sand" "autumn"
"water_autumn_sand_20" -0.506652614845223 0.500240241699234 -0.0310634472329704 "sand" "autumn"
"water_autumn_sand_21" -0.0903408036892476 0.552774243819018 0.358407553284851 "sand" "autumn"
"water_autumn_sand_23" 0.299747447689896 0.412937262889131 -0.272769766488676 "sand" "autumn"
"water_autumn_sand_25" 0.159947870873909 0.416334444683523 0.0690807995709037 "sand" "autumn"
"water_autumn_sand_26" -0.00224024332872774 0.0530912795296099 -0.068411157459152 "sand" "autumn"
"water_autumn_sand_27" -0.292688371708844 -0.0803530666700065 -0.318249521368784 "sand" "autumn"
"water_autumn_sand_29" -0.291117374982506 1.06696499999729 0.401771409990514 "sand" "autumn"
"water_autumn_sand_3" -0.688808960276072 -0.979443132761126 0.131878873579032 "sand" "autumn"
"water_autumn_sand_30" -0.2661896613247 -0.0659812909050792 -0.228981138757552 "sand" "autumn"
"water_autumn_sand_31" -0.683880047689059 0.409990013486564 -0.237486177600547 "sand" "autumn"
"water_autumn_sand_32" 0.404697255978787 0.635703784145787 -0.345880197293533 "sand" "autumn"
"water_autumn_sand_33" 0.355520602439895 0.817995932928999 -0.393838726961394 "sand" "autumn"
"water_autumn_sand_4" -0.766176987082434 -1.02396434034079 -0.209225234146575 "sand" "autumn"
"water_autumn_sand_5" -0.925800950859023 -1.16704081766217 0.0433305584522085 "sand" "autumn"
"water_autumn_sand_6" -0.506372470651744 -0.53410878026739 0.189945966457174 "sand" "autumn"
"water_autumn_sand_7" -0.388728636433819 -0.439037612526195 -0.501414824241293 "sand" "autumn"
"water_autumn_sand_8" -0.310524006885711 -0.0246058246392924 0.685695400747507 "sand" "autumn"
"water_autumn_sand_9" 0.262645862820222 -0.425467574853335 0.600380965599996 "sand" "autumn"
"water_spring_eelgrass_10" 0.433952971762407 -0.435329679058071 0.886301648465458 "eelgrass" "spring"
"water_spring_eelgrass_16" 0.618140246481264 -0.384160545847314 0.0702076115172283 "eelgrass" "spring"
"water_spring_eelgrass_17" 0.217331335722455 -0.222236149537578 -0.00370606404941706 "eelgrass" "spring"
"water_spring_eelgrass_19" 0.447930176705267 -0.16592972269293 -0.068384726317291 "eelgrass" "spring"
"water_spring_eelgrass_20" 0.250829998682934 0.149521652152514 0.0104248999690351 "eelgrass" "spring"
"water_spring_eelgrass_21" 0.390837100240024 0.200239205321658 0.0640321364147254 "eelgrass" "spring"
"water_spring_eelgrass_24" 0.667474345491153 0.765182626956751 0.244284399659588 "eelgrass" "spring"
"water_spring_eelgrass_25" 0.760396922357175 0.223142284025202 0.00782547677409861 "eelgrass" "spring"
"water_spring_eelgrass_26" 0.858054669649993 0.0711874751452087 -0.0270083826720939 "eelgrass" "spring"
"water_spring_eelgrass_27" 0.31899210983478 -0.0504193446227251 -0.17407525045928 "eelgrass" "spring"
"water_spring_eelgrass_28" 1.04769416084066 -0.166386491642404 -0.0126375058470092 "eelgrass" "spring"
"water_spring_eelgrass_29" 0.841137798068708 0.231353403133704 0.391717906152435 "eelgrass" "spring"
"water_spring_eelgrass_30" 0.447974863308503 0.122709175002662 0.0144571091942441 "eelgrass" "spring"
"water_spring_eelgrass_31" 0.11928354073446 0.0810847231177111 -0.0319351116342969 "eelgrass" "spring"
"water_spring_eelgrass_8" -0.321785373856592 0.167234088904671 1.11736830443121 "eelgrass" "spring"
"water_spring_eelgrass_9" 0.595659407018251 -0.0915917152554221 0.684951826204771 "eelgrass" "spring"
"water_spring_rocks_1" -0.107997052690821 -0.821577705300842 0.573399792226811 "rocks" "spring"
"water_spring_rocks_10" 0.528531761294876 -0.357665669005499 1.01588899999864 "rocks" "spring"
"water_spring_rocks_11" 0.765682974997259 -0.566849320642846 -0.601616809712429 "rocks" "spring"
"water_spring_rocks_12" 0.583274858315926 -0.298145396327397 -0.216090240446528 "rocks" "spring"
"water_spring_rocks_13" 0.681831984392257 -0.355563994230307 -0.463398219730933 "rocks" "spring"
"water_spring_rocks_14" 0.418873551734655 -0.220596967376108 -0.617887065123591 "rocks" "spring"
"water_spring_rocks_15" 0.453993165049901 -0.142209152182313 -0.463372826739924 "rocks" "spring"
"water_spring_rocks_16" 0.660561078884253 -0.23780046985823 0.09578189158204 "rocks" "spring"
"water_spring_rocks_17" 0.38371423777433 -0.250633726278353 -0.0599964135944607 "rocks" "spring"
"water_spring_rocks_18" 0.573634749255622 -0.0155448663409349 -0.169785279705938 "rocks" "spring"
"water_spring_rocks_19" 0.248854560537644 0.0328645016159625 -0.13238036784208 "rocks" "spring"
"water_spring_rocks_20" -0.204526045376901 0.783821029274466 -0.0732625900606982 "rocks" "spring"
"water_spring_rocks_21" 0.338770370673866 0.346256472345623 0.255804914382452 "rocks" "spring"
"water_spring_rocks_23" 0.467103125625705 0.850685932103361 -0.276986101307147 "rocks" "spring"
"water_spring_rocks_24" 0.181288385778426 1.49979429753277 0.291130235229194 "rocks" "spring"
"water_spring_rocks_25" 0.488891070556193 0.540094898028183 -0.0982336554581445 "rocks" "spring"
"water_spring_rocks_26" 0.351698499326603 0.213332884958698 -0.0980138417537153 "rocks" "spring"
"water_spring_rocks_27" 0.170623763129566 0.162545449505596 -0.270741132013947 "rocks" "spring"
"water_spring_rocks_28" 0.149734624488936 -0.0652915071134631 -0.437887312086825 "rocks" "spring"
"water_spring_rocks_29" 0.631856229303896 0.472330415225672 0.317338546404615 "rocks" "spring"
"water_spring_rocks_3" 0.0888405406567411 -0.870683183572278 0.217768663686647 "rocks" "spring"
"water_spring_rocks_30" 0.327794698382423 0.259334876793688 -0.221072416808076 "rocks" "spring"
"water_spring_rocks_31" 0.520643272788906 0.353720829034549 -0.16116914142344 "rocks" "spring"
"water_spring_rocks_32" 0.773464791229296 0.675163452632223 -0.462202066949894 "rocks" "spring"
"water_spring_rocks_4" -0.635167041059154 -0.853072900617254 -0.821862061144823 "rocks" "spring"
"water_spring_rocks_5" 0.175473715410164 -0.992112924879588 -0.234066916651117 "rocks" "spring"
"water_spring_rocks_6" 0.0764974274973001 -0.578647182013051 -0.391321874190859 "rocks" "spring"
"water_spring_rocks_7" 0.269583684694749 -0.332194609239723 -0.698704251475429 "rocks" "spring"
"water_spring_rocks_8" -0.0672025071139379 0.13967600086851 1.02723837354535 "rocks" "spring"
"water_spring_rocks_9" 0.415958295735836 0.088369682917504 0.622310670072106 "rocks" "spring"
"water_spring_sand_1" 0.284768474006143 -0.878792894155307 0.264664839559818 "sand" "spring"
"water_spring_sand_10" 0.744357083873344 -0.642219657727948 0.661260776191196 "sand" "spring"
"water_spring_sand_11" 0.824060593706864 -0.652776526114087 -0.160680053670525 "sand" "spring"
"water_spring_sand_12" 0.613406384880057 -0.468066085185367 0.0182691530686285 "sand" "spring"
"water_spring_sand_13" 0.986176693085845 -0.625372152415038 -0.384817681890689 "sand" "spring"
"water_spring_sand_14" 0.303106536823494 -0.237296004706918 -0.428636930452585 "sand" "spring"
"water_spring_sand_15" 0.609084413012694 -0.488101546514194 -0.101759776670222 "sand" "spring"
"water_spring_sand_16" 0.46622831460014 -0.350280575830013 0.174816215154386 "sand" "spring"
"water_spring_sand_17" 0.435332330229224 -0.259229846565567 0.0151454615737336 "sand" "spring"
"water_spring_sand_18" 1.07475232712549 -0.280295286183362 -0.0947029517594877 "sand" "spring"
"water_spring_sand_19" 0.411493703009401 -0.110225548426765 -0.00523018025668823 "sand" "spring"
"water_spring_sand_20" 0.133433504869344 0.245349661308925 0.0255591942664301 "sand" "spring"
"water_spring_sand_21" 0.346752208935069 0.402044930851356 0.182602286076027 "sand" "spring"
"water_spring_sand_23" 0.576743782633182 0.310952288730781 -0.0439945009893175 "sand" "spring"
"water_spring_sand_24" 0.84270458202704 0.606185370181873 0.238610691491829 "sand" "spring"
"water_spring_sand_25" 0.543078553985876 0.392468966729979 0.0355891585806269 "sand" "spring"
"water_spring_sand_26" 0.646794150795559 0.172466194500208 -0.0340663957130915 "sand" "spring"
"water_spring_sand_27" 0.429959608464646 -0.104943323501831 -0.165793069949399 "sand" "spring"
"water_spring_sand_28" 0.599284635673315 -0.203840443739496 -0.327535693879886 "sand" "spring"
"water_spring_sand_29" 0.841263848617879 0.290320768006752 0.376709487914553 "sand" "spring"
"water_spring_sand_3" 0.00774354092095905 -0.574690972883376 -0.0271569946720295 "sand" "spring"
"water_spring_sand_30" 0.537013177376893 -0.00609315426181046 -0.0124803986199257 "sand" "spring"
"water_spring_sand_31" 0.164234669404034 0.0749048763613377 -0.0329009094962812 "sand" "spring"
"water_spring_sand_32" 0.8051311274366 0.330935688694173 -0.296673782258155 "sand" "spring"
"water_spring_sand_33" 0.802265550341365 0.451800742230466 -0.226868339948938 "sand" "spring"
"water_spring_sand_4" 0.413122377610646 -1.29800929239498 -0.223169232347314 "sand" "spring"
"water_spring_sand_5" -0.0020949247237331 -0.977440055589298 -0.198707561002568 "sand" "spring"
"water_spring_sand_6" 0.3141154583907 -0.667681743519431 -0.21569319876778 "sand" "spring"
"water_spring_sand_7" 0.461387904619268 -0.629457069570769 -0.32938727520757 "sand" "spring"
"water_spring_sand_8" 0.674574873968077 -0.156346473478377 0.783331171991033 "sand" "spring"
"water_spring_sand_9" 0.725478109372881 -0.203300040099832 0.604487339431089 "sand" "spring"
