Phylum	Scientific_name_ARTER	Synonym_ARTER_1	Synonym_ARTER_2	Synonym_ARTER_3	Synonym_ARTER_4	Synonym_ARTER_5	Synonym_ARTER_6	Synonym_ARTER_7	Synonym_ARTER_8	GBIF_synonym	External_synonym	Synonym_Philip	Marine	BOLD_barcode	
Chordata	Acipenser naccarii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Acipenser oxyrinchus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Acipenser stellatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Acipenser sturio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Acipenser transmontanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Huso huso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Anguilla anguilla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Conger conger	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Nemichthys scolopaceus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Atherina presbyter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Magnisudis atlantica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Belone belone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Cheilopogon heterurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Scomberesox saurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Beryx decadactylus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Alosa alosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Alosa fallax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Clupea harengus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sardina pilchardus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sprattus sprattus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Engraulis encrasicolus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Gadiculus thori	Gadiculus argenteus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Gadus morhua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Melanogrammus aeglefinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Merlangius merlangus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Micromesistius poutassou	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pollachius pollachius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pollachius virens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Raniceps raninus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trisopterus esmarkii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trisopterus luscus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trisopterus minutus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Brosme brosme	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ciliata mustela	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Enchelyopus cimbrius	Rhinonemus cimbrius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Gaidropsarus vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Molva dypterygia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Molva molva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Coryphaenoides rupestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Malacocephalus laevis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Merluccius merluccius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Phycis blennoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Gasterosteus aculeatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pungitius pungitius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Spinachia spinachia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lampris guttatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Regalecus glesne	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trachipterus arcticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lophius budegassa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lophius piscatorius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chelon auratus	Liza aurata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chelon labrosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chelon ramada	Liza ramada	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Myctophum punctatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Notoscopelus kroyeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Notoscopelus kroeyeri	x	-	
Chordata	Argentina silus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Argentina sphyraena	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Osmerus eperlanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ammodytes marinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ammodytes tobianus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Gymnammodytes semisquamatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Hyperoplus lanceolatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Anarhichas denticulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Anarhichas lupus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Brama brama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Callionymus lyra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Callionymus maculatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Callionymus reticulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Capros aper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trachinotus ovatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trachurus trachurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Centrolophus niger	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Schedophilus medusophagus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Remora remora	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Nesiarchus nasutus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Aphia minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Buenia jeffreysii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Crystallogobius linearis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Gobius niger	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lebetus guilleti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Lebetus scorpioides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lesueurigobius friesii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lesueurigobius friesi	x	x	
Chordata	Neogobius melanostomus	Gobius melanostomus	 Gobius affinis	 Gobius cephalarges	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pomatoschistus flavescens	Gobiusculus flavescens	NA	NA	NA	NA	NA	NA	NA	Gobiusculus flavescens	NA	NA	x	x	
Chordata	Pomatoschistus microps	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pomatoschistus minutus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pomatoschistus norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pomatoschistus pictus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Thorogobius ephippiatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Centrolabrus exoletus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Coris julis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ctenolabrus rupestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Labrus bergylta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Labrus mixtus	Labrus bimaculatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Symphodus melops	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Dicentrarchus labrax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Mullus surmuletus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pholis gunnellus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Polyprion americanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Micropogonias undulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Auxis rochei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Euthynnus alletteratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sarda sarda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Scomber scombrus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Thunnus thynnus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Boops boops	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Dentex maroccanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Diplodus sargus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pagellus acarne	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pagellus bogaraveo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pagellus erythrinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sarpa salpa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sparus aurata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Spondyliosoma cantharus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chirolophis ascanii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Leptoclinus maculatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lumpenus lampretaeformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Echiichthys vipera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trachinus draco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Xiphias gladius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lycenchelys sarsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lycodes gracilis	Lycodes vahli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Zoarces viviparus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Arnoglossus laterna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Glyptocephalus cynoglossus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Hippoglossoides platessoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Hippoglossus hippoglossus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Limanda limanda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Microstomus kitt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Platichthys flesus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pleuronectes platessa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lepidorhombus whiffiagonis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Scophthalmus maximus	Psetta maxima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Scophthalmus rhombus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Zeugopterus norvegicus	Phrynorhombus norvegicus	NA	NA	NA	NA	NA	NA	NA	Phrynorhombus norvegicus	NA	NA	x	x	
Chordata	Zeugopterus punctatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Buglossidium luteum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Solea solea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Coregonus albula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Coregonus maraena	Coregonus lavaretus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Oncorhynchus gorbuscha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Oncorhynchus mykiss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Salmo salar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Salmo trutta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Salvelinus alpinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Salvelinus fontinalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Agonus cataphractus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Micrenophrys lilljeborgii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Myoxocephalus scorpius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Taurulus bubalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Triglops murrayi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Cyclopterus lumpus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Liparis liparis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Liparis montagui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Helicolenus dactylopterus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sebastes norvegicus	Sebastes marinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Sebastes viviparus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chelidonichthys cuculus	Aspitrigla cuculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chelidonichthys lucerna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Eutrigla gurnardus	Chelidonichthys gurnardus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trigla lyra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Argyropelecus olfersii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Maurolicus muelleri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Macroramphosus scolopax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Macrorhamphosus scolopax	x	x	
Chordata	Entelurus aequoreus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Hippocampus guttulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Hippocampus hippocampus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Nerophis lumbriciformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Nerophis ophidion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Syngnathus acus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Syngnathus rostellatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Syngnathus typhle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Balistes capriscus	Balistes carolinensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Mola mola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Zeus faber	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Fritillaria borealis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Oikopleura dioica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Oikopleura labradoriensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Clavelina lepadiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Didemnum helgolandicum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Diplosoma listerianum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Trididemnum tenerum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Polyclinum aurantium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Synoicum pulmonaria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Ascidia callosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ascidia conchilega	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Ascidia mentula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ascidia obliqua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Ascidia prunum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Ascidia virginea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Ascidiella aspersa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ascidiella scabra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Ciona intestinalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Corella parallelogramma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Eugyra arenosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Molgula citrina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Molgula complanata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Molgula kiaeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Molgula manhattensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Molgula occulta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Boltenia echinata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pyura tessellata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Botrylloides leachii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Botryllus schlosseri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Cnemidocarpa mollispina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Dendrodoa grossularia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Pelonaia corrugata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Polycarpa fibrosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Styela clava	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Styela coriacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Styela rustica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lampetra fluviatilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Petromyzon marinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Prionace glauca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Galeus melastomus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Scyliorhinus canicula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Scyliorhinus caniculus	x	x	
Chordata	Galeorhinus galeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Mustelus asterias	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Hexanchus griseus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Alopias vulpinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Cetorhinus maximus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Lamna nasus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Dasyatis pastinaca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Myliobatis aquila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Amblyraja radiata	Raja radiata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Dipturus batis	Raja batis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Dipturus intermedius	NA	NA	NA	NA	NA	NA	NA	NA	Dipturus batis	NA	NA	x	x	
Chordata	Dipturus oxyrinchus	Raja oxyrinchus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Leucoraja naevus	Raja naevus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Raja brachyura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Raja clavata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Raja microocellata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Raja montagui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Rajella fyllae	Raja fyllae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Rajella lintea	Dipturus linteus	 Raja lintea	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Etmopterus spinax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Oxynotus centrina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Somniosus microcephalus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Squalus acanthias	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Squatina squatina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Tetronarce nobiliana	Torpedo nobiliana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Torpedo marmorata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Chimaera monstrosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Branchiostoma lanceolatum	Amphioxus lanceolatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Odobenus rosmarus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Cystophora cristata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Halichoerus grypus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pagophilus groenlandicus	Phoca groenlandica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Phoca vitulina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Pusa hispida	Phoca hispida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Eubalaena glacialis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Chordata	Balaenoptera acutorostrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Balaenoptera borealis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Balaenoptera edeni	Balaenoptera brydei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Chordata	Balaenoptera physalus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
