cube_d14N_15N	d12C_13C	log_N	log_C	log_CN_ratio	log_NP_ratio	Dry_matter	Grain_size	Water_content	log_Organic_content	log_Inorganic_content	log_TP	Organic_content	Inorganic_content	C	N	log_PO4	log_Si	log_Chlorophyll	Salinity	Temperature	log_NO2	log_NO3	log_NH3	log_DN	Time	Latitude	Longitude	NO2	NO3	NH3	DN	PO4	Si	season	habitat	sal_group	cluster
autumn_20_rocks	23630.7290001155	-19.9773430233333	4.9204892252983	7.10734379828045	2.34100525276956	5.66939281515937	0.853355884333333	3	0.289432424333333	-4.65645814129314	-5.30380642561401	-0.748903589861069	0.009676152	0.00521255366666667	1222.81864033333	137.8750488	-2.3538783873816	0.995101912298445	0.916098162133793	14.62492735	12.63769722	-5.29831736654804	-1.29098418131557	-0.127833371509885	0.126632650933366	22-10-19	54.8803404	11.0176403	0.005	0.275	0.88	1.135	0.095	2.705	autumn	rocks	1	20
autumn_20_sand	21751.7899580828	-19.9955815933333	4.72262804301748	6.78619715500444	2.21771979178151	5.37904839834484	0.805974558	2	0.352806666666667	-5.56410564593723	-6.50380163344957	-0.656420355327356	0.00383318	0.00149846466666667	885.738008566667	112.535936533333	-2.16282315061889	1.14898849599318	0.979893821507066	14.63151744	12.40977383	-5.29831736654804	-1.44816976483798	0.856540727468381	0.947789398933526	22-10-19	54.88502254	11.01350353	0.005	0.235	2.355	2.58	0.115	3.155	autumn	sand	1	20
autumn_21_eelgrass	25092.8821695374	-17.4143924466667	6.61348711041379	8.84325009495108	2.38391366421	6.92568961314321	0.699747710666667	1	0.508365151666667	-4.08321439974329	-5.84405173844332	-0.312202502729426	0.0170226956666667	0.00290810233333333	7022.414324	755.755253	-2.7333680090865	1.54968790802833	0.260469485121724	15.72899068	12.23364067	-3.10109278921182	-0.765717873394781	1.72097928716701	1.80828877117927	23-10-19	54.91905585	11.49217673	0.045	0.465	5.59	6.1	0.065	4.71	autumn	eelgrass	2	21
autumn_21_rocks	24795.4734964723	-19.9418785866667	5.86689928434185	8.00634114544354	2.29359254090629	6.52112000381105	0.756329236333333	3	0.437422424	-4.5957586871121	-5.73551573477722	-0.654220719469192	0.0101171996666667	0.00323340233333333	3005.22686366667	353.630898266667	-5.29831736654804	0.470003629245736	0.077418577191283	16.85777504	12.67362499	-5.29831736654804	-0.363843433417345	-0.653926467406664	0.194744076792512	23-10-19	54.8378707	11.4936118	0.005	0.695	0.52	1.215	0.005	1.6	autumn	rocks	2	21
autumn_21_sand	21936.6553323485	-15.7684655966667	6.02091388273201	8.11111810764302	2.24435490481768	6.9929513026197	0.794740243666667	2	0.378508485	-4.72525792400412	-6.05700054089322	-0.972037419887696	0.00890217133333333	0.002355482	3339.26580733333	412.736851733333	-5.29831736654804	0.0246926125903714	-1.18215574331217	16.47211128	12.1745863	-5.29831736654804	-1.56064774826467	-2.99573227355399	-1.51412773262978	23-10-19	54.84748884	11.47969321	0.005	0.21	0.05	0.22	0.005	1.025	autumn	sand	2	21
autumn_23_rocks	18319.1617299534	-24.9950809533333	4.73399475217145	6.91821890047079	2.33837482769229	5.4074399209739	0.790069585333333	2	0.34432	-4.03588163843789	-3.66562869169232	-0.673445168802455	0.0185045993333333	0.0257663073333333	1017.69097746667	114.453979453333	-2.04022082852655	1.15373158788919	1.02922321441749	9.231963865	12.53521729	-4.60517018598809	-0.544727175441672	-0.0888312137066157	0.408792898200839	24-10-19	54.955125	12.4624129	0.01	0.58	0.915	1.505	0.13	3.17	autumn	rocks	1	23
autumn_23_sand	19961.1056512328	-23.4906628733333	3.8578733790181	5.92615605299623	2.22243335363745	4.53409621126488	0.820360992	2	0.315103030333333	-4.99090841002663	-5.2168921029417	-0.676222832246779	0.007130346	0.00559300166666667	380.2857587	48.23250508	-3.91202300542815	1.31506685183152	0.432773798869501	9.080047563	12.68154907	-5.29831736654804	-1.42711635564015	-1.40649706843741	-0.744440474947496	24-10-19	54.95019802	12.47570698	0.005	0.24	0.245	0.475	0.02	3.725	autumn	sand	1	23
autumn_24_eelgrass	29538.6629894785	-18.42145039	6.68830908612876	8.79975647113518	2.2655980648582	7.38620696791774	0.721407307333333	1	0.483426111	-4.1661420621651	-6.04054278087818	-0.697897881788978	0.0155985446666667	0.00239100266666667	6698.94341766667	808.489658	-3.10109278921182	0.3293037471426	1.01846949756973	10.32708528	11.12942696	-5.29831736654804	-1.40649706843741	0.883767540168595	0.970778917158225	10-10-19	55.13308773	12.08769028	0.005	0.245	2.42	2.64	0.045	1.39	autumn	eelgrass	1	24
autumn_24_rocks	31923.3059420077	-17.6368587466667	6.54645663983183	8.59010395665724	2.19779799664015	7.48637404728555	0.724276425666667	1	0.435311363666667	-4.27664951335086	-5.85775159078215	-0.939917407453719	0.01394016	0.002967249	5423.352149	701.983505833333	-0.7339691750802	1.67053301179391	2.27338631598764	10.25186785	13.21798706	-2.99573227355399	-0.755022584278033	0.647103242058538	0.887891257352457	10-10-19	55.1701609	12.0908908	0.05	0.47	1.91	2.43	0.48	5.315	autumn	rocks	1	24
autumn_24_sand	24678.8551105552	-18.80552533	5.19667339856502	7.21390295952463	2.17138024074617	6.07801142909986	0.770641997666667	2	0.409181481333333	-5.24874597847284	-6.15859532713925	-0.88133803053484	0.00525813533333333	0.00215169066666667	1361.22611966667	180.8810092	-5.29831736654804	1.30968325874805	0.0993420689861168	10.34501222	10.84817219	-5.29831736654804	-1.32802545299591	0.521765563804325	0.660107326481745	10-10-19	55.135901	12.10739352	0.005	0.265	1.685	1.935	0.005	3.705	autumn	sand	1	24
autumn_25_eelgrass	31969.1124085559	-20.4517376633333	6.67612842782167	8.89287797526873	2.37090022738499	7.09023825174061	0.720424612333333	1	0.477848485	-3.58171035563787	-5.06423862949121	-0.41410982391894	0.0285473243333333	0.00753311666666667	8092.33297033333	885.848137666667	-1.51412773262978	2.21484617868604	0.3455717303676	11.01270833	13.23527145	-2.90042209374967	0.65232518603969	-0.385662480811985	0.976444654693902	03-10-19	55.56489727	12.28239716	0.055	1.92	0.68	2.655	0.22	9.16	autumn	eelgrass	1	25
autumn_25_rocks	29460.9543655764	-21.0203401233333	6.36932740751894	8.42844612175815	2.21326939395266	7.00505310701591	0.76237003	2	0.416853535	-3.82925786483175	-4.55222977912005	-0.635725699496972	0.0218449266666667	0.011133539	4700.13398333333	592.879909333333	-0.3078847797693	2.52572864430826	0.432773798869501	11.48047651	13.93920994	-2.40794560865187	0.0998453349697161	0.654925967739748	1.13783300182139	03-10-19	55.56748637	12.28656134	0.09	1.105	1.925	3.12	0.735	12.5	autumn	rocks	1	25
autumn_25_sand	NA	-20.5017510666667	4.17974948475703	6.24041899832138	2.21482019322422	4.82376849318952	0.803848833666667	2	0.357343333333333	-5.89970876922509	-6.72151474497065	-0.644019008432482	0.002741492	0.001205501	514.638842233333	65.4320943466667	-0.510825623765991	2.88480071284671	-0.171389533700906	11.48569882	13.91094685	-1.68739945390381	0.182321556793955	0.906240396020654	1.35066718347674	03-10-19	55.56931596	12.28888679	0.185	1.2	2.475	3.86	0.6	17.9	autumn	sand	1	25
autumn_26_eelgrass	26820.5422107802	-20.6874815433333	4.31733727070605	6.55708460886703	2.39389801804749	5.4577529483684	0.811422228	2	0.357288383666667	-5.5531569994702	-6.08874041656103	-1.14041567766235	0.00393741566666667	0.00229175166666667	771.0882486	77.9191521	-1.09362474715707	1.79259245553195	0.916098162133793	17.44999892	14.17746925	-3.68887945411394	0.460584407329244	-1.44816976483798	0.612479277492491	02-10-19	55.74929873	12.59476462	0.025	1.585	0.235	1.845	0.335	6.005	autumn	eelgrass	2	26
autumn_26_rocks	21993.2725430385	-20.1380506566667	4.26294660535307	6.57764277232044	2.46884684684884	5.05830423696591	0.830369700666667	2	0.327572727333333	-4.71311570983391	-5.21597771742726	-0.795357631612835	0.010207243	0.007678674	743.7832878	73.3412349033333	-1.29098418131557	1.54008783429931	0.305581098607265	18.09406033	14.03590584	-3.50655789731998	0.0953101798043249	-0.527632742082372	0.542324290825361	02-10-19	55.75903234	12.60278652	0.03	1.1	0.59	1.72	0.275	4.665	autumn	rocks	2	26
autumn_26_sand	20988.307550043	-19.9040679333333	4.31296491708146	6.52298772233351	2.3641734852274	5.47333495293599	0.812659779333333	2	0.343427272666667	-5.42409668690332	-6.08463171995709	-1.16037003585454	0.00441517966666667	0.00227970866666667	685.757661366667	75.4546425366667	-1.02165124753198	1.6419051025716	1.06597584433759	17.85499409	14.3802433	-4.19970507787993	-1.09362474715707	-1.74296930505862	-0.644357016390513	02-10-19	55.75146986	12.59356584	0.015	0.335	0.175	0.525	0.36	5.165	autumn	sand	2	26
autumn_27_eelgrass	26323.3327610935	-22.7170892966667	5.57741832144852	7.6322870917208	2.20901945000915	5.94112355045658	0.778847040666667	2	0.400959091	-4.42273507556284	-5.56949491514268	-0.363705229008061	0.0124349963333333	0.003849272	2212.95728633333	282.1402647	-1.23787435600162	1.70656462316482	0.542984454264868	19.22930972	12.77262783	-2.59026716544583	-0.139262067333508	0.00995033085316809	0.670390193437329	16-10-19	56.04229589	12.61937113	0.075	0.87	1.01	1.955	0.29	5.51	autumn	eelgrass	2	27
autumn_27_rocks	21672.2988160554	-20.1901606833333	3.68216188610529	5.76796654407295	2.2399553375899	4.85753728258941	0.831795547666667	2	0.308202525333333	-5.41041885956074	-5.64958549604518	-1.17537539648412	0.00448275666666667	0.00368889966666667	321.878944066667	39.77954096	-0.342490308946776	1.69193913394584	1.14522673784402	18.60456674	12.78512383	-2.65926003693278	-0.06720874969345	1.11021142451146	1.39624469197306	16-10-19	56.0411843	12.6181348	0.07	0.935	3.035	4.04	0.71	5.43	autumn	rocks	2	27
autumn_27_sand	16688.9734651462	-19.5956935633333	3.17777114500038	5.52388392547208	2.50026346048171	4.80762976367749	0.827408021	2	0.316794394	-5.83588919974859	-6.13789388537675	-1.62985861867711	0.002926593	0.002177244	260.672086933333	24.38656617	-1.27296567581289	1.43031124653666	1.03455169597121	20.56559768	12.82640076	-2.90042209374967	-0.407968238326283	-0.673344553263766	0.207014169384326	16-10-19	56.04450606	12.60919503	0.055	0.665	0.51	1.23	0.28	4.18	autumn	sand	2	27
autumn_28_eelgrass	28033.1174995739	-22.7182431933333	4.62107848495906	6.89753986139601	2.43061205623393	5.82059657854253	0.819324902333333	2	0.329486767666667	-5.43298710610375	-6.09860277483078	-1.19951809358347	0.004405578	0.00225811566666667	1006.06084556667	104.607561103333	-1.6094379124341	1.01523067972906	0.145674171523878	19.16525512	12.77928925	-5.29831736654804	-1.6094379124341	-0.06720874969345	0.122217632724249	01-10-19	55.95139329	11.8471504	0.005	0.2	0.935	1.13	0.2	2.76	autumn	eelgrass	2	28
autumn_28_rocks	16765.4404871524	-32.55216423	NA	6.37641429992337	NA	NA	0.805949037666667	2.33333333333333	0.358095959666667	-5.12370361107045	-5.70493626926653	-1.40939389262443	0.00600511066666667	0.00333110666666667	589.840849366667	NA	-1.38629436111989	1.41463883412903	0.593850202777442	19.17607607	13.36939621	-4.19970507787993	-0.423120043346885	1.36353737399727	1.52169899812609	01-10-19	55.96726649	11.8442571	0.015	0.655	3.91	4.58	0.25	4.115	autumn	rocks	2	28
autumn_28_sand	25973.3578094315	-22.0996296433333	4.31928231969001	6.47190490091227	2.30677326109188	4.41218023449744	0.810139602666667	2	0.348441212333333	-5.06740910319174	-5.89013345403946	-0.0928979148074281	0.006304431	0.002772464	664.843337	75.1713153533333	-1.66073120682165	1.22377543162212	0.470870106246093	18.30380049	13.54317856	-5.29831736654804	-1.36649173382371	-0.229413164327805	0.048790164169432	01-10-19	55.96898158	11.84613189	0.005	0.255	0.795	1.05	0.19	3.4	autumn	sand	2	28
autumn_29_eelgrass	56946.7124525013	-24.77558885	5.40271076728255	7.6191318493038	2.37057176174233	5.87850855495619	0.799499911333333	2	0.368737820666667	-4.60048606141593	-4.71147285886621	-0.475797787673639	0.010132413	0.00906181966666667	2075.57070533333	227.153493066667	1.69377906086785	2.70771681220097	1.35496258542938	14.5029316	14.19524384	-0.653926467406664	1.25133337568577	0.987680727960828	1.90210752639692	30-09-19	55.68531813	12.07090738	0.52	3.495	2.685	6.7	5.44	14.995	autumn	eelgrass	1	29
autumn_29_rocks	41398.8263749062	-29.7637395766667	3.91227953206944	6.98462865636336	3.22649980410532	4.48574328920264	0.823653957666667	3	0.348074848333333	-4.19523253340536	-3.04663195587676	-0.573463757133198	0.0157487116666667	0.0478583646666667	1091.80662803333	50.0501390366667	1.61641352617053	2.65675690671466	1.62415012138937	14.46906247	13.79972839	-0.85566611005772	1.03496226159165	0.89199803930511	1.73695123273306	30-09-19	55.67983516	12.06896049	0.425	2.815	2.44	5.68	5.035	14.25	autumn	rocks	1	29
autumn_29_sand	59877.8064275607	-24.0492714933333	5.56845577221525	7.79885309445089	2.38454800208195	5.97625116869221	0.790690427666667	2	0.376430050333333	-4.36935390761124	-4.7601984812585	-0.40779539647696	0.012711461	0.008647167	2459.638438	265.1664725	1.59127394180643	2.73111547403321	2.10598890242922	14.56012987	14.06117219	-0.673344553263766	1.17711535015605	0.926241062727323	1.83736998048011	30-09-19	55.68356509	12.07310664	0.51	3.245	2.525	6.28	4.91	15.35	autumn	sand	1	29
autumn_3_rocks	8037.29693556969	-30.6372490166667	3.62521510552233	5.6558816369817	2.18481721127935	5.6393373281634	0.845311568	2	0.301124646666667	-5.47871463566187	-5.64381588060379	-2.01412222264107	0.00418147366666667	0.00354052666666667	293.242372	39.5359770866667	-0.216913001563574	2.21211318982997	0.0967636638934554	32.22219519	15.4725914	-0.673344553263766	1.00978107496149	1.71918877639322	2.17872110577166	24-09-19	55.9967104	8.1173628	0.51	2.745	5.58	8.835	0.805	9.135	autumn	rocks	3	3
